4         Threads
50        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets          635.47          ---          ---        28.46086        22.65500       149.50300       247.80700        48.95 
Gets         6353.02         0.33      6352.68        28.55679        22.65500       151.55100       251.90300       247.47 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals       6988.49         0.33      6352.68        28.54806        22.65500       151.55100       250.87900       296.41 


Request Latency Distribution
Type     <= msec         Percent
SET     175.103       99.414
SET     178.175       99.453
SET     182.271       99.492
SET     186.367       99.531
SET     189.439       99.570
SET     193.535       99.609
SET     195.583       99.629
SET     198.655       99.648
SET     200.703       99.668
SET     203.775       99.688
SET     206.847       99.707
SET     210.943       99.727
SET     214.015       99.746
SET     217.087       99.766
SET     220.159       99.785
SET     223.231       99.805
SET     225.279       99.814
SET     227.327       99.824
SET     229.375       99.834
SET     232.447       99.844
SET     234.495       99.854
SET     237.567       99.863
SET     239.615       99.873
SET     242.687       99.883
SET     244.735       99.893
SET     247.807       99.902
SET     248.831       99.907
SET     250.879       99.912
SET     252.927       99.917
SET     254.975       99.922
SET     257.023       99.927
SET     260.095       99.932
SET     262.143       99.937
SET     266.239       99.941
SET     270.335       99.946
SET     274.431       99.951
SET     274.431       99.954
SET     276.479       99.956
SET     278.527       99.958
SET     282.623       99.961
SET     286.719       99.963
SET     288.767       99.966
SET     290.815       99.968
SET     294.911       99.971
SET     299.007       99.973
SET     301.055       99.976
SET     303.103       99.977
SET     305.151       99.978
SET     307.199       99.979
SET     311.295       99.980
SET     313.343       99.982
SET     313.343       99.983
SET     317.439       99.984
SET     321.535       99.985
SET     325.631       99.987
SET     331.775       99.988
SET     331.775       99.988
SET     335.871       99.989
SET     337.919       99.990
SET     339.967       99.990
SET     342.015       99.991
SET     344.063       99.991
SET     354.303       99.992
SET     360.447       99.993
SET     362.495       99.993
SET     364.543       99.994
SET     376.831       99.994
SET     391.167       99.995
SET     393.215       99.995
SET     393.215       99.995
SET     393.215       99.995
SET     393.215       99.996
SET     395.263       99.996
SET     401.407       99.996
SET     401.407       99.997
SET     405.503       99.997
SET     405.503       99.997
SET     407.551       99.997
SET     407.551       99.997
SET     407.551       99.998
SET     411.647       99.998
SET     411.647       99.998
SET     417.791       99.998
SET     436.223       99.998
SET     436.223       99.998
SET     499.711       99.998
SET     499.711       99.999
SET     499.711       99.999
SET     528.383       99.999
SET     528.383       99.999
SET     528.383       99.999
SET     528.383       99.999
SET     532.479       99.999
SET     532.479       99.999
SET     532.479       99.999
SET     548.863       99.999
SET     548.863       99.999
SET     548.863       99.999
SET     548.863       99.999
SET     548.863       99.999
SET     548.863       99.999
SET     548.863       99.999
SET     561.151      100.000
SET     561.151      100.000
---
GET       0.351        0.000
GET       5.663        5.000
GET       9.087       10.000
GET      11.455       15.000
GET      13.311       20.000
GET      14.911       25.000
GET      16.383       30.000
GET      17.919       35.000
GET      19.455       40.000
GET      20.991       45.000
GET      22.655       50.000
GET      23.423       52.500
GET      24.319       55.000
GET      25.215       57.500
GET      26.239       60.000
GET      27.263       62.500
GET      28.415       65.000
GET      29.567       67.500
GET      30.847       70.000
GET      32.127       72.500
GET      33.791       75.000
GET      34.559       76.250
GET      35.583       77.500
GET      36.351       78.750
GET      37.375       80.000
GET      38.399       81.250
GET      39.679       82.500
GET      40.959       83.750
GET      42.239       85.000
GET      43.775       86.250
GET      45.567       87.500
GET      46.591       88.125
GET      47.615       88.750
GET      48.639       89.375
GET      49.663       90.000
GET      51.199       90.625
GET      52.479       91.250
GET      54.271       91.875
GET      56.063       92.500
GET      58.111       93.125
GET      60.671       93.750
GET      62.207       94.062
GET      63.743       94.375
GET      65.535       94.688
GET      67.583       95.000
GET      70.143       95.312
GET      72.703       95.625
GET      75.263       95.938
GET      78.847       96.250
GET      82.431       96.562
GET      87.039       96.875
GET      89.599       97.031
GET      92.671       97.188
GET      95.743       97.344
GET      99.327       97.500
GET     102.911       97.656
GET     107.007       97.812
GET     111.615       97.969
GET     116.223       98.125
GET     121.343       98.281
GET     126.463       98.438
GET     129.535       98.516
GET     133.119       98.594
GET     136.191       98.672
GET     139.263       98.750
GET     143.359       98.828
GET     146.431       98.906
GET     150.527       98.984
GET     154.623       99.062
GET     158.719       99.141
GET     163.839       99.219
GET     166.911       99.258
GET     168.959       99.297
GET     172.031       99.336
GET     175.103       99.375
GET     178.175       99.414
GET     181.247       99.453
GET     184.319       99.492
GET     188.415       99.531
GET     191.487       99.570
GET     195.583       99.609
GET     197.631       99.629
GET     200.703       99.648
GET     202.751       99.668
GET     205.823       99.688
GET     208.895       99.707
GET     210.943       99.727
GET     215.039       99.746
GET     218.111       99.766
GET     221.183       99.785
GET     225.279       99.805
GET     227.327       99.814
GET     229.375       99.824
GET     231.423       99.834
GET     234.495       99.844
GET     236.543       99.854
GET     239.615       99.863
GET     242.687       99.873
GET     245.759       99.883
GET     248.831       99.893
GET     252.927       99.902
GET     254.975       99.907
GET     257.023       99.912
GET     259.071       99.917
GET     262.143       99.922
GET     264.191       99.927
GET     268.287       99.932
GET     270.335       99.937
GET     274.431       99.941
GET     276.479       99.946
GET     280.575       99.951
GET     282.623       99.954
GET     284.671       99.956
GET     286.719       99.958
GET     290.815       99.961
GET     292.863       99.963
GET     296.959       99.966
GET     299.007       99.968
GET     303.103       99.971
GET     307.199       99.973
GET     311.295       99.976
GET     313.343       99.977
GET     317.439       99.978
GET     321.535       99.979
GET     323.583       99.980
GET     325.631       99.982
GET     329.727       99.983
GET     333.823       99.984
GET     335.871       99.985
GET     344.063       99.987
GET     350.207       99.988
GET     356.351       99.988
GET     360.447       99.989
GET     370.687       99.990
GET     378.879       99.990
GET     385.023       99.991
GET     389.119       99.991
GET     393.215       99.992
GET     395.263       99.993
GET     401.407       99.993
GET     409.599       99.994
GET     411.647       99.994
GET     413.695       99.995
GET     415.743       99.995
GET     417.791       99.995
GET     423.935       99.995
GET     430.079       99.996
GET     436.223       99.996
GET     446.463       99.996
GET     466.943       99.997
GET     473.087       99.997
GET     485.375       99.997
GET     487.423       99.997
GET     499.711       99.997
GET     499.711       99.998
GET     503.807       99.998
GET     505.855       99.998
GET     505.855       99.998
GET     505.855       99.998
GET     507.903       99.998
GET     514.047       99.998
GET     514.047       99.999
GET     520.191       99.999
GET     520.191       99.999
GET     524.287       99.999
GET     528.383       99.999
GET     528.383       99.999
GET     528.383       99.999
GET     528.383       99.999
GET     528.383       99.999
GET     532.479       99.999
GET     532.479       99.999
GET     532.479       99.999
GET     532.479       99.999
GET     532.479       99.999
GET     536.575       99.999
GET     536.575       99.999
GET     536.575      100.000
GET     540.671      100.000
GET     544.767      100.000
GET     544.767      100.000
GET     557.055      100.000
GET     557.055      100.000
GET     557.055      100.000
GET     557.055      100.000
GET     557.055      100.000
GET     557.055      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     561.151      100.000
GET     565.247      100.000
GET     565.247      100.000
---
WAIT      0.000      100.000
