4         Threads
50        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets          642.47          ---          ---        28.23596        22.52700       148.47900       251.90300        49.49 
Gets         6423.05         0.33      6422.71        28.23794        22.52700       148.47900       249.85500       250.20 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals       7065.52         0.33      6422.71        28.23776        22.52700       148.47900       250.87900       299.68 


Request Latency Distribution
Type     <= msec         Percent
SET     174.079       99.414
SET     177.151       99.453
SET     180.223       99.492
SET     183.295       99.531
SET     187.391       99.570
SET     191.487       99.609
SET     193.535       99.629
SET     195.583       99.648
SET     198.655       99.668
SET     200.703       99.688
SET     203.775       99.707
SET     207.871       99.727
SET     210.943       99.746
SET     214.015       99.766
SET     218.111       99.785
SET     222.207       99.805
SET     224.255       99.814
SET     227.327       99.824
SET     229.375       99.834
SET     231.423       99.844
SET     234.495       99.854
SET     238.591       99.863
SET     240.639       99.873
SET     243.711       99.883
SET     248.831       99.893
SET     252.927       99.902
SET     254.975       99.907
SET     257.023       99.912
SET     258.047       99.917
SET     262.143       99.922
SET     264.191       99.927
SET     266.239       99.932
SET     270.335       99.937
SET     272.383       99.941
SET     278.527       99.946
SET     278.527       99.951
SET     282.623       99.954
SET     284.671       99.956
SET     284.671       99.958
SET     286.719       99.961
SET     290.815       99.963
SET     292.863       99.966
SET     292.863       99.968
SET     294.911       99.971
SET     299.007       99.973
SET     305.151       99.976
SET     307.199       99.977
SET     309.247       99.978
SET     313.343       99.979
SET     313.343       99.980
SET     315.391       99.982
SET     317.439       99.983
SET     319.487       99.984
SET     325.631       99.985
SET     331.775       99.987
SET     333.823       99.988
SET     335.871       99.988
SET     339.967       99.989
SET     342.015       99.990
SET     342.015       99.990
SET     346.111       99.991
SET     358.399       99.991
SET     362.495       99.992
SET     364.543       99.993
SET     366.591       99.993
SET     374.783       99.994
SET     378.879       99.994
SET     382.975       99.995
SET     385.023       99.995
SET     387.071       99.995
SET     389.119       99.995
SET     389.119       99.996
SET     397.311       99.996
SET     405.503       99.996
SET     413.695       99.997
SET     415.743       99.997
SET     415.743       99.997
SET     415.743       99.997
SET     415.743       99.997
SET     419.839       99.998
SET     425.983       99.998
SET     425.983       99.998
SET     425.983       99.998
SET     425.983       99.998
SET     440.319       99.998
SET     442.367       99.998
SET     442.367       99.999
SET     442.367       99.999
SET     442.367       99.999
SET     458.751       99.999
SET     458.751       99.999
SET     458.751       99.999
SET     458.751       99.999
SET     458.751       99.999
SET     458.751       99.999
SET     462.847       99.999
SET     462.847       99.999
SET     462.847       99.999
SET     462.847       99.999
SET     462.847       99.999
SET     462.847       99.999
SET     462.847       99.999
SET     471.039      100.000
SET     471.039      100.000
SET     471.039      100.000
SET     471.039      100.000
SET     471.039      100.000
SET     471.039      100.000
SET     471.039      100.000
SET     471.039      100.000
SET     471.039      100.000
SET     471.039      100.000
SET     509.951      100.000
SET     509.951      100.000
---
GET       0.295        0.000
GET       5.503        5.000
GET       8.895       10.000
GET      11.199       15.000
GET      13.119       20.000
GET      14.783       25.000
GET      16.319       30.000
GET      17.919       35.000
GET      19.455       40.000
GET      20.991       45.000
GET      22.527       50.000
GET      23.423       52.500
GET      24.319       55.000
GET      25.215       57.500
GET      26.111       60.000
GET      27.135       62.500
GET      28.159       65.000
GET      29.311       67.500
GET      30.591       70.000
GET      31.871       72.500
GET      33.535       75.000
GET      34.303       76.250
GET      35.071       77.500
GET      35.839       78.750
GET      36.863       80.000
GET      37.887       81.250
GET      39.167       82.500
GET      40.191       83.750
GET      41.727       85.000
GET      43.007       86.250
GET      44.799       87.500
GET      45.567       88.125
GET      46.591       88.750
GET      47.615       89.375
GET      48.895       90.000
GET      49.919       90.625
GET      51.455       91.250
GET      52.991       91.875
GET      54.783       92.500
GET      56.831       93.125
GET      59.391       93.750
GET      60.671       94.062
GET      62.207       94.375
GET      63.999       94.688
GET      66.047       95.000
GET      68.095       95.312
GET      70.655       95.625
GET      73.727       95.938
GET      77.823       96.250
GET      81.919       96.562
GET      86.527       96.875
GET      89.087       97.031
GET      92.159       97.188
GET      95.743       97.344
GET      99.327       97.500
GET     102.911       97.656
GET     106.495       97.812
GET     111.103       97.969
GET     115.199       98.125
GET     120.319       98.281
GET     125.439       98.438
GET     128.511       98.516
GET     131.071       98.594
GET     134.143       98.672
GET     138.239       98.750
GET     141.311       98.828
GET     144.383       98.906
GET     148.479       98.984
GET     151.551       99.062
GET     155.647       99.141
GET     160.767       99.219
GET     162.815       99.258
GET     165.887       99.297
GET     167.935       99.336
GET     171.007       99.375
GET     174.079       99.414
GET     177.151       99.453
GET     180.223       99.492
GET     183.295       99.531
GET     187.391       99.570
GET     191.487       99.609
GET     193.535       99.629
GET     196.607       99.648
GET     198.655       99.668
GET     200.703       99.688
GET     203.775       99.707
GET     206.847       99.727
GET     210.943       99.746
GET     214.015       99.766
GET     217.087       99.785
GET     221.183       99.805
GET     223.231       99.814
GET     225.279       99.824
GET     228.351       99.834
GET     230.399       99.844
GET     233.471       99.854
GET     236.543       99.863
GET     239.615       99.873
GET     242.687       99.883
GET     246.783       99.893
GET     250.879       99.902
GET     252.927       99.907
GET     254.975       99.912
GET     258.047       99.917
GET     260.095       99.922
GET     264.191       99.927
GET     266.239       99.932
GET     268.287       99.937
GET     270.335       99.941
GET     274.431       99.946
GET     276.479       99.951
GET     278.527       99.954
GET     280.575       99.956
GET     282.623       99.958
GET     284.671       99.961
GET     288.767       99.963
GET     290.815       99.966
GET     292.863       99.968
GET     296.959       99.971
GET     301.055       99.973
GET     305.151       99.976
GET     307.199       99.977
GET     311.295       99.978
GET     313.343       99.979
GET     315.391       99.980
GET     317.439       99.982
GET     321.535       99.983
GET     325.631       99.984
GET     329.727       99.985
GET     335.871       99.987
GET     339.967       99.988
GET     342.015       99.988
GET     342.015       99.989
GET     344.063       99.990
GET     344.063       99.990
GET     348.159       99.991
GET     352.255       99.991
GET     354.303       99.992
GET     358.399       99.993
GET     362.495       99.993
GET     366.591       99.994
GET     368.639       99.994
GET     368.639       99.995
GET     374.783       99.995
GET     378.879       99.995
GET     380.927       99.995
GET     385.023       99.996
GET     387.071       99.996
GET     391.167       99.996
GET     397.311       99.997
GET     405.503       99.997
GET     407.551       99.997
GET     409.599       99.997
GET     411.647       99.997
GET     413.695       99.998
GET     415.743       99.998
GET     415.743       99.998
GET     417.791       99.998
GET     419.839       99.998
GET     423.935       99.998
GET     425.983       99.998
GET     425.983       99.999
GET     428.031       99.999
GET     444.415       99.999
GET     444.415       99.999
GET     450.559       99.999
GET     452.607       99.999
GET     452.607       99.999
GET     458.751       99.999
GET     458.751       99.999
GET     460.799       99.999
GET     460.799       99.999
GET     460.799       99.999
GET     468.991       99.999
GET     468.991       99.999
GET     471.039       99.999
GET     471.039       99.999
GET     471.039      100.000
GET     471.039      100.000
GET     471.039      100.000
GET     473.087      100.000
GET     473.087      100.000
GET     473.087      100.000
GET     473.087      100.000
GET     473.087      100.000
GET     473.087      100.000
GET     473.087      100.000
GET     475.135      100.000
GET     475.135      100.000
GET     475.135      100.000
GET     509.951      100.000
GET     509.951      100.000
GET     509.951      100.000
GET     509.951      100.000
GET     509.951      100.000
GET     509.951      100.000
GET     509.951      100.000
GET     509.951      100.000
GET     509.951      100.000
GET     509.951      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     511.999      100.000
GET     514.047      100.000
GET     514.047      100.000
---
WAIT      0.000      100.000
