4         Threads
50        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets          958.05          ---          ---        18.93831        15.48700        96.76700       175.10300        73.80 
Gets         9578.89         1.00      9577.89        18.94799        15.48700        97.27900       174.07900       373.16 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      10536.94         1.00      9577.89        18.94711        15.48700        96.76700       174.07900       446.97 


Request Latency Distribution
Type     <= msec         Percent
SET     331.775       99.999
SET     331.775       99.999
SET     331.775       99.999
SET     331.775       99.999
SET     335.871       99.999
SET     335.871       99.999
SET     335.871       99.999
SET     339.967       99.999
SET     339.967       99.999
SET     339.967       99.999
SET     339.967       99.999
SET     339.967       99.999
SET     360.447      100.000
SET     360.447      100.000
SET     360.447      100.000
SET     360.447      100.000
SET     360.447      100.000
SET     362.495      100.000
SET     362.495      100.000
SET     362.495      100.000
SET     362.495      100.000
SET     362.495      100.000
SET     362.495      100.000
SET     362.495      100.000
SET     362.495      100.000
SET     362.495      100.000
SET     362.495      100.000
SET     374.783      100.000
SET     374.783      100.000
---
GET       0.239        0.000
GET       2.863        5.000
GET       5.535       10.000
GET       7.423       15.000
GET       8.895       20.000
GET      10.047       25.000
GET      11.135       30.000
GET      12.159       35.000
GET      13.247       40.000
GET      14.335       45.000
GET      15.487       50.000
GET      16.063       52.500
GET      16.767       55.000
GET      17.407       57.500
GET      18.047       60.000
GET      18.815       62.500
GET      19.583       65.000
GET      20.351       67.500
GET      21.247       70.000
GET      22.015       72.500
GET      23.039       75.000
GET      23.551       76.250
GET      24.063       77.500
GET      24.703       78.750
GET      25.343       80.000
GET      25.983       81.250
GET      26.751       82.500
GET      27.519       83.750
GET      28.287       85.000
GET      29.183       86.250
GET      30.207       87.500
GET      30.719       88.125
GET      31.359       88.750
GET      31.999       89.375
GET      32.639       90.000
GET      33.535       90.625
GET      34.303       91.250
GET      35.327       91.875
GET      36.351       92.500
GET      37.631       93.125
GET      38.911       93.750
GET      39.679       94.062
GET      40.703       94.375
GET      41.727       94.688
GET      42.751       95.000
GET      43.775       95.312
GET      45.055       95.625
GET      46.591       95.938
GET      48.639       96.250
GET      50.431       96.562
GET      52.735       96.875
GET      54.271       97.031
GET      55.807       97.188
GET      57.599       97.344
GET      59.647       97.500
GET      61.951       97.656
GET      64.255       97.812
GET      67.071       97.969
GET      70.655       98.125
GET      74.239       98.281
GET      78.335       98.438
GET      80.383       98.516
GET      82.943       98.594
GET      84.991       98.672
GET      87.551       98.750
GET      90.623       98.828
GET      93.695       98.906
GET      96.255       98.984
GET      99.839       99.062
GET     103.423       99.141
GET     107.007       99.219
GET     109.055       99.258
GET     111.103       99.297
GET     113.151       99.336
GET     115.199       99.375
GET     117.759       99.414
GET     120.319       99.453
GET     122.879       99.492
GET     125.951       99.531
GET     129.023       99.570
GET     132.095       99.609
GET     134.143       99.629
GET     136.191       99.648
GET     138.239       99.668
GET     140.287       99.688
GET     142.335       99.707
GET     144.383       99.727
GET     146.431       99.746
GET     148.479       99.766
GET     150.527       99.785
GET     153.599       99.805
GET     155.647       99.814
GET     157.695       99.824
GET     159.743       99.834
GET     160.767       99.844
GET     162.815       99.854
GET     164.863       99.863
GET     166.911       99.873
GET     169.983       99.883
GET     172.031       99.893
GET     175.103       99.902
GET     177.151       99.907
GET     178.175       99.912
GET     180.223       99.917
GET     182.271       99.922
GET     183.295       99.927
GET     185.343       99.932
GET     188.415       99.937
GET     190.463       99.941
GET     192.511       99.946
GET     194.559       99.951
GET     195.583       99.954
GET     197.631       99.956
GET     198.655       99.958
GET     199.679       99.961
GET     200.703       99.963
GET     202.751       99.966
GET     204.799       99.968
GET     207.871       99.971
GET     210.943       99.973
GET     214.015       99.976
GET     216.063       99.977
GET     217.087       99.978
GET     219.135       99.979
GET     221.183       99.980
GET     222.207       99.982
GET     224.255       99.983
GET     225.279       99.984
GET     227.327       99.985
GET     228.351       99.987
GET     231.423       99.988
GET     232.447       99.988
GET     234.495       99.989
GET     235.519       99.990
GET     238.591       99.990
GET     242.687       99.991
GET     244.735       99.991
GET     248.831       99.992
GET     251.903       99.993
GET     257.023       99.993
GET     261.119       99.994
GET     264.191       99.994
GET     266.239       99.995
GET     268.287       99.995
GET     272.383       99.995
GET     274.431       99.995
GET     274.431       99.996
GET     274.431       99.996
GET     276.479       99.996
GET     280.575       99.997
GET     286.719       99.997
GET     288.767       99.997
GET     288.767       99.997
GET     290.815       99.997
GET     292.863       99.998
GET     294.911       99.998
GET     294.911       99.998
GET     296.959       99.998
GET     301.055       99.998
GET     303.103       99.998
GET     311.295       99.998
GET     311.295       99.999
GET     311.295       99.999
GET     313.343       99.999
GET     313.343       99.999
GET     313.343       99.999
GET     315.391       99.999
GET     315.391       99.999
GET     315.391       99.999
GET     317.439       99.999
GET     321.535       99.999
GET     321.535       99.999
GET     323.583       99.999
GET     325.631       99.999
GET     325.631       99.999
GET     327.679       99.999
GET     331.775       99.999
GET     331.775      100.000
GET     331.775      100.000
GET     331.775      100.000
GET     333.823      100.000
GET     333.823      100.000
GET     333.823      100.000
GET     333.823      100.000
GET     333.823      100.000
GET     333.823      100.000
GET     333.823      100.000
GET     335.871      100.000
GET     335.871      100.000
GET     335.871      100.000
GET     335.871      100.000
GET     335.871      100.000
GET     337.919      100.000
GET     337.919      100.000
GET     339.967      100.000
GET     339.967      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     362.495      100.000
GET     374.783      100.000
GET     374.783      100.000
---
WAIT      0.000      100.000
