4         Threads
50        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets          603.78          ---          ---        30.03222        24.19100       146.43100       239.61500        46.50 
Gets         6035.99         0.33      6035.66        30.05280        24.19100       147.45500       237.56700       235.12 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals       6639.77         0.33      6035.66        30.05093        24.19100       147.45500       237.56700       281.62 


Request Latency Distribution
Type     <= msec         Percent
GET      75.263       95.625
GET      78.335       95.938
GET      81.919       96.250
GET      85.503       96.562
GET      90.111       96.875
GET      92.671       97.031
GET      95.231       97.188
GET      98.303       97.344
GET     101.375       97.500
GET     104.959       97.656
GET     108.543       97.812
GET     112.127       97.969
GET     116.223       98.125
GET     120.319       98.281
GET     125.439       98.438
GET     127.999       98.516
GET     130.559       98.594
GET     134.143       98.672
GET     136.191       98.750
GET     139.263       98.828
GET     143.359       98.906
GET     146.431       98.984
GET     150.527       99.062
GET     154.623       99.141
GET     158.719       99.219
GET     160.767       99.258
GET     163.839       99.297
GET     165.887       99.336
GET     168.959       99.375
GET     171.007       99.414
GET     175.103       99.453
GET     178.175       99.492
GET     181.247       99.531
GET     184.319       99.570
GET     188.415       99.609
GET     189.439       99.629
GET     191.487       99.648
GET     193.535       99.668
GET     195.583       99.688
GET     197.631       99.707
GET     200.703       99.727
GET     203.775       99.746
GET     207.871       99.766
GET     210.943       99.785
GET     215.039       99.805
GET     216.063       99.814
GET     218.111       99.824
GET     220.159       99.834
GET     222.207       99.844
GET     224.255       99.854
GET     226.303       99.863
GET     229.375       99.873
GET     231.423       99.883
GET     234.495       99.893
GET     238.591       99.902
GET     240.639       99.907
GET     242.687       99.912
GET     244.735       99.917
GET     246.783       99.922
GET     249.855       99.927
GET     252.927       99.932
GET     254.975       99.937
GET     258.047       99.941
GET     261.119       99.946
GET     264.191       99.951
GET     266.239       99.954
GET     268.287       99.956
GET     270.335       99.958
GET     272.383       99.961
GET     276.479       99.963
GET     278.527       99.966
GET     280.575       99.968
GET     284.671       99.971
GET     286.719       99.973
GET     290.815       99.976
GET     292.863       99.977
GET     294.911       99.978
GET     294.911       99.979
GET     296.959       99.980
GET     299.007       99.982
GET     301.055       99.983
GET     305.151       99.984
GET     305.151       99.985
GET     309.247       99.987
GET     313.343       99.988
GET     315.391       99.988
GET     315.391       99.989
GET     317.439       99.990
GET     319.487       99.990
GET     319.487       99.991
GET     321.535       99.991
GET     325.631       99.992
GET     327.679       99.993
GET     331.775       99.993
GET     337.919       99.994
GET     337.919       99.994
GET     337.919       99.995
GET     339.967       99.995
GET     342.015       99.995
GET     346.111       99.995
GET     346.111       99.996
GET     350.207       99.996
GET     356.351       99.996
GET     358.399       99.997
GET     372.735       99.997
GET     374.783       99.997
GET     387.071       99.997
GET     389.119       99.997
GET     393.215       99.998
GET     399.359       99.998
GET     399.359       99.998
GET     401.407       99.998
GET     407.551       99.998
GET     407.551       99.998
GET     409.599       99.998
GET     409.599       99.999
GET     409.599       99.999
GET     409.599       99.999
GET     409.599       99.999
GET     409.599       99.999
GET     409.599       99.999
GET     409.599       99.999
GET     409.599       99.999
GET     409.599       99.999
GET     411.647       99.999
GET     423.935       99.999
GET     423.935       99.999
GET     423.935       99.999
GET     423.935       99.999
GET     425.983       99.999
GET     425.983       99.999
GET     425.983      100.000
GET     432.127      100.000
GET     432.127      100.000
GET     434.175      100.000
GET     434.175      100.000
GET     442.367      100.000
GET     442.367      100.000
GET     442.367      100.000
GET     442.367      100.000
GET     444.415      100.000
GET     448.511      100.000
GET     448.511      100.000
GET     460.799      100.000
GET     460.799      100.000
GET     460.799      100.000
GET     460.799      100.000
GET     460.799      100.000
GET     460.799      100.000
GET     460.799      100.000
GET     460.799      100.000
GET     460.799      100.000
GET     460.799      100.000
GET     464.895      100.000
GET     464.895      100.000
GET     464.895      100.000
GET     464.895      100.000
GET     464.895      100.000
GET     464.895      100.000
GET     464.895      100.000
GET     464.895      100.000
GET     464.895      100.000
GET     464.895      100.000
GET     471.039      100.000
GET     471.039      100.000
GET     471.039      100.000
GET     471.039      100.000
GET     471.039      100.000
GET     471.039      100.000
GET     471.039      100.000
GET     471.039      100.000
GET     471.039      100.000
GET     471.039      100.000
GET     475.135      100.000
GET     475.135      100.000
---
WAIT      0.000      100.000
