4         Threads
50        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         1561.20          ---          ---        11.64451         9.79100        52.22300       111.10300       120.27 
Gets        15610.39         3.00     15607.39        11.62909         9.79100        52.47900       110.59100       608.17 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      17171.59         3.00     15607.39        11.63049         9.79100        52.47900       110.59100       728.44 


Request Latency Distribution
Type     <= msec         Percent
SET     218.111       99.999
SET     218.111       99.999
SET     221.183       99.999
SET     230.399       99.999
SET     231.423       99.999
SET     231.423       99.999
SET     247.807       99.999
SET     247.807       99.999
SET     247.807       99.999
SET     268.287       99.999
SET     268.287       99.999
SET     268.287       99.999
SET     282.623      100.000
SET     282.623      100.000
SET     282.623      100.000
SET     282.623      100.000
SET     282.623      100.000
SET     282.623      100.000
SET     282.623      100.000
SET     284.671      100.000
SET     284.671      100.000
SET     284.671      100.000
SET     284.671      100.000
SET     284.671      100.000
SET     286.719      100.000
SET     286.719      100.000
SET     286.719      100.000
SET     286.719      100.000
SET     286.719      100.000
SET     286.719      100.000
SET     286.719      100.000
SET     286.719      100.000
SET     286.719      100.000
SET     286.719      100.000
SET     288.767      100.000
SET     288.767      100.000
---
GET       0.223        0.000
GET       3.087        5.000
GET       4.607       10.000
GET       5.663       15.000
GET       6.495       20.000
GET       7.007       25.000
GET       7.583       30.000
GET       8.127       35.000
GET       8.767       40.000
GET       9.215       45.000
GET       9.791       50.000
GET      10.047       52.500
GET      10.367       55.000
GET      10.687       57.500
GET      11.007       60.000
GET      11.327       62.500
GET      11.647       65.000
GET      12.031       67.500
GET      12.479       70.000
GET      12.991       72.500
GET      13.439       75.000
GET      13.695       76.250
GET      14.015       77.500
GET      14.335       78.750
GET      14.719       80.000
GET      15.103       81.250
GET      15.551       82.500
GET      15.999       83.750
GET      16.511       85.000
GET      17.151       86.250
GET      17.791       87.500
GET      18.047       88.125
GET      18.431       88.750
GET      18.815       89.375
GET      19.199       90.000
GET      19.583       90.625
GET      20.095       91.250
GET      20.607       91.875
GET      21.247       92.500
GET      21.887       93.125
GET      22.655       93.750
GET      23.167       94.062
GET      23.551       94.375
GET      24.063       94.688
GET      24.575       95.000
GET      25.087       95.312
GET      25.727       95.625
GET      26.367       95.938
GET      27.135       96.250
GET      28.031       96.562
GET      29.055       96.875
GET      29.695       97.031
GET      30.335       97.188
GET      31.103       97.344
GET      31.999       97.500
GET      33.023       97.656
GET      34.047       97.812
GET      35.327       97.969
GET      36.863       98.125
GET      38.399       98.281
GET      40.447       98.438
GET      41.471       98.516
GET      43.007       98.594
GET      44.287       98.672
GET      45.823       98.750
GET      47.615       98.828
GET      49.663       98.906
GET      51.967       98.984
GET      54.271       99.062
GET      57.087       99.141
GET      59.903       99.219
GET      61.439       99.258
GET      62.975       99.297
GET      64.511       99.336
GET      66.559       99.375
GET      68.607       99.414
GET      70.143       99.453
GET      72.191       99.492
GET      74.751       99.531
GET      76.799       99.570
GET      79.359       99.609
GET      80.895       99.629
GET      81.919       99.648
GET      83.455       99.668
GET      84.991       99.688
GET      86.527       99.707
GET      88.575       99.727
GET      90.623       99.746
GET      92.159       99.766
GET      94.207       99.785
GET      96.255       99.805
GET      97.791       99.814
GET      98.815       99.824
GET      99.839       99.834
GET     101.375       99.844
GET     102.399       99.854
GET     103.935       99.863
GET     105.471       99.873
GET     107.519       99.883
GET     109.055       99.893
GET     111.103       99.902
GET     112.127       99.907
GET     113.151       99.912
GET     114.687       99.917
GET     115.711       99.922
GET     116.735       99.927
GET     118.271       99.932
GET     119.807       99.937
GET     121.343       99.941
GET     122.879       99.946
GET     124.415       99.951
GET     125.439       99.954
GET     125.951       99.956
GET     126.975       99.958
GET     127.999       99.961
GET     129.023       99.963
GET     130.047       99.966
GET     132.095       99.968
GET     133.119       99.971
GET     134.143       99.973
GET     136.191       99.976
GET     137.215       99.977
GET     138.239       99.978
GET     139.263       99.979
GET     140.287       99.980
GET     141.311       99.982
GET     142.335       99.983
GET     143.359       99.984
GET     144.383       99.985
GET     146.431       99.987
GET     148.479       99.988
GET     149.503       99.988
GET     150.527       99.989
GET     152.575       99.990
GET     153.599       99.990
GET     154.623       99.991
GET     156.671       99.991
GET     158.719       99.992
GET     159.743       99.993
GET     161.791       99.993
GET     163.839       99.994
GET     164.863       99.994
GET     164.863       99.995
GET     165.887       99.995
GET     166.911       99.995
GET     167.935       99.995
GET     168.959       99.996
GET     171.007       99.996
GET     173.055       99.996
GET     174.079       99.997
GET     176.127       99.997
GET     177.151       99.997
GET     177.151       99.997
GET     179.199       99.997
GET     180.223       99.998
GET     183.295       99.998
GET     185.343       99.998
GET     186.367       99.998
GET     188.415       99.998
GET     193.535       99.998
GET     195.583       99.998
GET     197.631       99.999
GET     198.655       99.999
GET     200.703       99.999
GET     203.775       99.999
GET     205.823       99.999
GET     210.943       99.999
GET     214.015       99.999
GET     218.111       99.999
GET     222.207       99.999
GET     231.423       99.999
GET     238.591       99.999
GET     239.615       99.999
GET     239.615       99.999
GET     240.639       99.999
GET     241.663       99.999
GET     246.783       99.999
GET     262.143      100.000
GET     266.239      100.000
GET     268.287      100.000
GET     270.335      100.000
GET     270.335      100.000
GET     272.383      100.000
GET     272.383      100.000
GET     272.383      100.000
GET     272.383      100.000
GET     272.383      100.000
GET     282.623      100.000
GET     282.623      100.000
GET     282.623      100.000
GET     284.671      100.000
GET     284.671      100.000
GET     284.671      100.000
GET     284.671      100.000
GET     284.671      100.000
GET     284.671      100.000
GET     284.671      100.000
GET     284.671      100.000
GET     284.671      100.000
GET     284.671      100.000
GET     286.719      100.000
GET     286.719      100.000
GET     286.719      100.000
GET     286.719      100.000
GET     286.719      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     288.767      100.000
GET     305.151      100.000
GET     305.151      100.000
---
WAIT      0.000      100.000
